YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201503,1417787,558464,2,.58,"E","BELZONI",33.18,-90.49,3310800,9029400
201503,1417787,558466,1,1.87,"ESE","MIDWAY",32.87,-90.17,3252200,9010200
201503,1417787,558467,1,.9,"SE","ISOLA",33.26,-90.59,3315600,9035400
201503,1417787,564835,1,.9,"SW","DAHOMEY",33.67,-91.01,3340200,91600
201503,1417787,564835,2,1.8,"SW","BUSEY",33.55,-90.9,3333000,9054000
201503,1417787,564836,1,.35,"W","PRISCILLA",33.52,-91.006,3331200,91360
201503,1417787,564836,2,3.09,"ESE","BOURBON",33.32,-90.7678,3319200,9046068
201503,1417787,565612,1,.57,"W","ALLIGATOR",34.1,-90.73,346000,9043800
201503,1417787,565614,1,2.15,"W","WACO",33.3269,-90.757,3319614,9045420
201503,1417787,565614,2,3.05,"SW","CAILE",33.2712,-90.64,3316272,9038400
201503,1417789,558663,1,1.66,"NNW","MILFORD",38.601,-84.1648,3836060,849888
201503,1417789,558663,2,1.69,"NNW","MILFORD",38.6027,-84.162,3836162,849720
201503,1417789,558663,3,2.05,"WSW","PETRA",38.6098,-84.1657,3836588,849942
201503,1417789,558663,4,2.21,"NNW","MILFORD",38.6082,-84.1692,3836492,8410152
201503,1417789,558665,1,.34,"W","CONCORD",38.7204,-84.3063,3843224,8418378
201503,1417789,558665,2,2.06,"N","CADDO",38.7798,-84.2281,3846788,8413686
201503,1417789,558665,3,3.74,"E","CADDO",38.7542,-84.1608,3845252,849648
201503,1417789,558665,4,2.75,"SE","PENHURST",38.7059,-84.2294,3842354,8413764
201503,1417793,558850,1,.61,"NW","WILLIAMSTOWN",38.6358,-84.5585,3838148,8433510
201503,1417794,558847,1,2.06,"SSW","OREGONIA",39.4218,-84.1125,3925308,846750
201503,1417794,558847,2,2.07,"S","OREGONIA",39.4205,-84.1063,3925230,846378
201503,1417794,558847,3,1.99,"S","OREGONIA",39.4216,-84.1061,3925296,846366
201503,1417794,558847,4,1.97,"SSW","OREGONIA",39.4228,-84.1109,3925368,846654
201503,1417794,558847,5,1.75,"SSW","OREGONIA",39.4258,-84.1095,3925548,846570
201503,1417794,558847,6,1.73,"SSW","OREGONIA",39.4264,-84.1108,3925584,846648
201503,1417794,558851,1,2.06,"SSW","OREGONIA",39.4218,-84.1125,3925308,846750
201503,1417794,558851,2,2.07,"S","OREGONIA",39.4205,-84.1063,3925230,846378
201503,1417794,558851,3,1.99,"S","OREGONIA",39.4216,-84.1061,3925296,846366
201503,1417794,558851,4,1.97,"SSW","OREGONIA",39.4228,-84.1109,3925368,846654
201503,1417794,558851,5,1.75,"SSW","OREGONIA",39.4258,-84.1095,3925548,846570
201503,1417794,558851,6,1.73,"SSW","OREGONIA",39.4264,-84.1108,3925584,846648
201503,1417797,559334,1,2,"ENE","CAL-NEV-ARI",35.3111,-114.8472,3518666,11450832
201503,1417797,559339,1,3.02,"NW","BRACKEN",36.1466,-115.2431,368796,11514586
201503,1417798,559441,1,10,"NE","OSHKOSH",41.5223,-102.1934,4131338,10211604
201503,1417803,566466,1,.6,"SSE","SONORA",36.162,-94.0461,369720,942766
201503,1417803,566467,1,1,"E","ELM SPGS",36.2013,-94.2122,3612078,9412732
201503,1417803,566468,1,2.95,"WSW","LOWELL",36.229,-94.1762,3613740,9410572
201503,1417803,566469,1,2.07,"S","LOWELL",36.22,-94.13,3613200,947800
201503,1417803,566470,1,4,"E","LOWELL",36.25,-94.0582,3615000,943492
201503,1417803,566471,1,10,"E","SPRINGDALE",36.18,-93.9507,3610800,9357042
201503,1417803,566475,1,.35,"N","SPRINGDALE",36.1851,-94.131,3611106,947860
201503,1417803,566477,1,.28,"N","LOWELL",36.254,-94.1302,3615240,947812
201503,1417803,566478,1,5,"E","LOWELL",36.25,-94.0403,3615000,942418
201503,1417803,566479,1,0,"N","SPRINGDALE",36.18,-94.13,3610800,947800
201503,1417803,566480,1,2,"SSW","LINCOLN",35.9233,-94.4337,3555398,9426022
201503,1417803,566481,1,2.07,"S","LOWELL",36.22,-94.13,3613200,947800
201503,1417803,566482,1,4,"S","PRAIRIE GROVE",35.9221,-94.32,3555326,9419200
201503,1417803,566484,1,.63,"SW","WEST FORK",35.9242,-94.1888,3555452,9411328
201503,1417804,560160,1,1.25,"W","APPALACHIA",36.1832,-96.302,3610992,9618120
201503,1417804,560160,2,.76,"ESE","APPALACHIA",36.1763,-96.2672,3610578,9616032
201503,1417804,560177,1,4.74,"SE","PRUE",36.1763,-96.2672,3610578,9616032
201503,1417804,560177,2,5.53,"W","SAND SPGS",36.1615,-96.2181,369690,9613086
201503,1417804,560188,1,2.27,"WNW","WEKIWA",36.1615,-96.2181,369690,9613086
201503,1417804,560188,2,.93,"NNE","PRATTVILLE",36.1332,-96.1167,367992,967002
201503,1417804,560273,1,1.03,"E","DAWSON",36.1689,-95.8815,3610134,9552890
201503,1417804,560273,2,1.99,"SW","GARNETT",36.1482,-95.8533,368892,9551198
201503,1417804,560277,1,1.6,"NW","MAZIE",36.1164,-95.3903,366984,9523418
201503,1417804,560280,1,5,"W","WATTS",36.12,-94.6596,367200,9439576
201503,1417804,566512,1,.3,"ENE","ROLAND",35.421,-94.5148,3525260,9430888
201503,1417804,566513,1,.78,"NE","CHRISTIE",35.958,-94.6903,3557480,9441418
201503,1417804,566515,1,.39,"NW","OILTON",36.0843,-96.5843,365058,9635058
201503,1417804,566517,1,.58,"N","BALLARD",36.1083,-94.5696,366498,9434176
201503,1417804,566519,1,.63,"W","BRISTOW",35.8305,-96.3913,3549830,9623478
201503,1417804,566520,1,1.04,"WSW","KELLYVILLE",35.9436,-96.2368,3556616,9614208
201503,1417804,566521,1,3.07,"WSW","MARAMEC",36.2412,-96.724,3614472,9643440
201503,1417804,566522,1,5,"W","SAPULPA",36,-96.1895,3600,9611370
201503,1417804,566523,1,0,"N","JENNINGS",36.18,-96.57,3610800,9634200
201503,1417804,566524,1,.68,"W","SAPULPA",35.9982,-96.112,3559892,966720
201503,1417804,566525,1,6,"SW","TULSA",36.0886,-96.026,365316,961560
201503,1417804,566526,1,0,"N","PAWHUSKA",36.67,-96.33,3640200,9619800
201501,92858,556866,1,6.39,"WSW","THOMAS POINT LIGHT",38.85,-76.54,3851000,7632400
201501,92858,556867,1,0,"N","THOMAS POINT LIGHT",38.9,-76.44,3854000,7626400
201501,92858,556868,1,12.92,"SSW","THOMAS POINT LIGHT",38.73,-76.54,3843800,7632400
201501,92858,556869,1,12.99,"ENE","BALTIMORE CITY",39.36,-76.37,3921600,7622200
201501,92858,556870,1,17.98,"WNW","PINEY POINT",38.24,-76.83,3814400,7649800
201501,92858,556871,1,0,"N","PINEY POINT",38.13,-76.53,387800,7631800
201501,92858,556872,1,0,"N","COVE POINT",38.43,-76.39,3825800,7623400
201501,92858,556873,1,0,"N","SMITH ISLAND",37.98,-76.04,3758800,762400
201501,92858,560401,1,2.15,"NNW","WASHINGTON NATIONALS PARK",38.8992,-77.0236,3853952,771416
201501,92858,560404,1,4.26,"NNW","RIVIERA BEACH",39.22,-76.528,3913200,7631680
201501,92858,560405,1,0,"N","SANDY POINT",39.01,-76.4,39600,7624000
201501,92858,560406,1,2.39,"W","TOLLY POINT",38.9389,-76.4844,3856334,7629064
201501,92858,560407,1,0,"N","ANNAPOLIS BUOY",38.98,-76.48,3858800,7628800
201501,92858,560408,1,0,"N","GREENBERRY POINT",38.97,-76.46,3858200,7627600
201501,92858,560411,1,.28,"S","STEVENSVILLE",38.976,-76.33,3858560,7619800
201501,92858,560412,1,0,"N","KENT ISLAND",38.92,-76.36,3855200,7621600
201501,92858,560413,1,12.65,"SSW","THOMAS POINT LIGHT",38.734,-76.539,3844040,7632340
201501,92858,560414,1,35.5,"SSE","SANDY POINT",38.5667,-76.0667,3834002,764002
201501,92858,560415,1,13.12,"NNE","PINEY POINT",38.29,-76.4,3817400,7624000
201501,92858,560416,1,0,"N","POINT LOOKOUT",38.04,-76.32,382400,7619200
201501,92858,560417,1,0,"N","POTOMAC BUOY",38.03,-76.34,381800,7620400
201501,92858,560418,1,0,"N","BISHOPS HEAD",38.22,-76.04,3813200,762400
201501,92858,560419,1,3.09,"NE","MARTIN STATE AIRPORT",39.363,-76.371,3921780,7622260
201501,92858,560420,1,.21,"NNW","MILLER ISLAND",39.253,-76.371,3915180,7622260
201501,92858,560421,1,0,"N","POTOMAC LIGHT",38.34,-76.99,3820400,7659400
201501,92994,557799,1,0,"N","BUZZARDS BAY ENTRANCE TOWER",41.4,-71.03,4124000,711800
201501,92994,557803,1,8.29,"S","THATCHER ISLAND",42.51,-70.57,4230600,7034200
201501,92994,557804,1,6.58,"NNE","MINOT LIGHT",42.35,-70.69,4221000,7041400
201501,91687,555901,2,.84,"WSW","COOCH",39.6453,-75.7445,3938718,7544670
201501,91688,555911,3,1.4,"SE","HARTFORD",39.9639,-74.8841,3957834,7453046
201501,91688,555912,6,1.24,"NNW","CLARKSVILLE",40.3171,-74.6872,4019026,7441232
201501,91688,555914,2,.46,"SE","COPPER HILL",40.4746,-74.8449,4028476,7450694
201501,91689,555902,1,.56,"NW","EDGEMONT",39.9746,-75.4387,3958476,7526322
201501,91689,555904,3,1.07,"WNW","TORRESDALE",40.0532,-75.0197,403192,751182
201501,92564,555984,3,.67,"SSE","VAUXHALL",40.6907,-74.2665,4041442,7415990
201501,92565,555981,6,1.14,"ENE","BRONXVILLE",40.937,-73.8103,4056220,7348618
201501,91258,547092,2,.21,"ESE","FLORENCE",34.7991,-87.6665,3447946,8739990
201501,91687,555901,5,.46,"N","BEAR",39.6366,-75.6711,3938196,7540266
201501,91688,555915,2,.97,"NNW","BROWNTOWN",40.4129,-74.3073,4024774,7418438
201503,1417804,566527,1,4,"SE","SAND SPGS",36.1091,-96.0693,366546,964158
201503,1417804,566528,1,2.2,"ENE","BOZARTH",36.0885,-95.9821,365310,9558926
201503,1417804,566530,1,3.9,"N","HALLETT",36.2864,-96.5678,3617184,9634068
201503,1417804,566531,1,3,"S","TULSA",36.1066,-95.95,366396,9557000
201503,1417804,566533,1,.8,"SSE","CLEVELAND",36.3089,-96.4661,3618534,9627966
201503,1417804,566535,1,.37,"WSW","NEW MANNFORD",36.1283,-96.3563,367698,9621378
201503,1417804,566537,1,.64,"NNE","CATOOSA",36.1885,-95.7454,3611310,9544724
201503,1417804,566539,1,.65,"NNE","CATOOSA",36.1887,-95.7455,3611322,9544730
201503,1417804,566540,1,.51,"NNE","APPALACHIA",36.1865,-96.2756,3611190,9616536
201503,1417804,566541,1,.5,"NNE","APPALACHIA",36.186,-96.2751,3611160,9616506
201503,1417804,566553,1,1.31,"ENE","PRUE",36.24,-96.3,3614400,9618000
201503,1417804,566558,1,0,"N","CLEVELAND",36.32,-96.47,3619200,9628200
201503,1417804,566558,2,.72,"E","CLEVELAND",36.3205,-96.457,3619230,9627420
201503,1417804,566558,3,1.35,"SE","CLEVELAND",36.304,-96.4562,3618240,9627372
201503,1417804,566558,4,1.23,"SSW","CLEVELAND",36.3034,-96.4776,3618204,9628656
201503,1417804,567976,1,0,"N","TULSA",36.15,-95.95,369000,9557000
201503,1417804,567977,1,.89,"NNE","APPALACHIA",36.1917,-96.2735,3611502,9616410
201503,1417804,567978,1,.79,"SE","SAND SPGS",36.1423,-96.1096,368538,966576
201503,1417804,567979,1,2.18,"N","TULSA R L JONES ARPT",36.0613,-95.9757,363678,9558542
201503,1417804,567980,1,.4,"W","NEW MANNFORD",36.1296,-96.3572,367776,9621432
201503,1417804,567981,1,.48,"ESE","SPERRY",36.2974,-95.992,3617844,9559520
201503,1417804,567982,1,1.81,"SE","OWASSO",36.2495,-95.8298,3614970,9549788
201503,1417804,567983,1,1,"W","SAND SPGS",36.15,-96.1379,369000,968274
201503,1417804,567984,1,.25,"N","FOYIL",36.4336,-95.5198,3626016,9531188
201503,1417804,567986,1,.66,"ESE","SAND SPGS",36.148,-96.1084,368880,966504
201503,1417804,567987,1,.05,"S","BERRY HILL",36.1193,-96.07,367158,964200
201503,1417804,567988,1,.08,"S","BROKEN ARROW COTTON",36.1189,-95.7698,367134,9546188
201503,1417804,567989,1,1.43,"WSW","(TUL)TULSA INTL ARPT",36.1918,-95.9035,3611508,9554210
201503,1417804,567990,1,.7,"SSW","DAWSON",36.1605,-95.9043,369630,9554258
201503,1417804,568011,1,.86,"SE","TULSA",36.1407,-95.9398,368442,9556388
201503,1417804,568012,1,.7,"SSW","DAWSON",36.1605,-95.9045,369630,9554270
201503,1417804,568013,1,1.72,"WNW","LYNN LANE",36.1621,-95.797,369726,9547820
201503,1417804,568014,1,1.8,"E","WEST TULSA",36.1513,-95.9877,369078,9559262
201503,1417804,568067,1,.64,"NNE","CATOOSA",36.1887,-95.7462,3611322,9544772
201503,1417804,568068,1,5.05,"W","ADAIR",36.44,-95.36,3626400,9521600
201503,1417804,568069,1,2,"W","CATOOSA",36.18,-95.7859,3610800,9547154
201503,1417804,568070,1,2.7,"NW","BROKEN ARROW",36.0782,-95.8135,364692,9548810
201503,1417804,568071,1,.69,"SSW","DAWSON",36.1606,-95.9045,369636,9554270
201503,1417804,568072,1,1,"E","LOCUST GROVE",36.2,-95.1521,3612000,959126
201503,1417804,568073,1,1.03,"SE","TULSA",36.1405,-95.9359,368430,9556154
201503,1417804,568074,1,1.97,"SE","TULSA",36.1326,-95.922,367956,9555320
201503,1417804,568075,1,.57,"NNE","CATOOSA",36.1878,-95.7465,3611268,9544790
201503,1417804,568076,1,1,"S","ADAIR",36.4155,-95.27,3624930,9516200
201503,1417804,568077,1,.47,"N","ADAIR",36.4367,-95.2715,3626202,9516290
201503,1417804,568078,1,6.33,"SSE","WHITE OAK",36.5368,-95.222,3632208,9513320
201503,1417804,568079,1,3,"S","ROSE",36.1766,-95.03,3610596,951800
201503,1417804,568080,1,5,"E","CATOOSA",36.18,-95.6604,3610800,9539624
201503,1417804,568081,1,5,"S","INOLA",36.0776,-95.5,364656,9530000
201503,1417804,568082,1,4,"S","COLCORD",36.2121,-94.68,3612726,9440800
201503,1417804,568083,1,.67,"NE","MAZIE",36.1078,-95.363,366468,9521780
201503,1417804,568084,1,0,"N","LOCUST GROVE",36.2,-95.17,3612000,9510200
201503,1417804,568085,1,0,"N","LOCUST GROVE",36.2,-95.17,3612000,9510200
201503,1417804,568086,1,0,"N","TULSA",36.15,-95.95,369000,9557000
201503,1417804,568086,2,1.12,"SW","TULSA",36.1395,-95.9652,368370,9557912
201503,1417804,568086,3,1.13,"S","TULSA",36.1338,-95.953,368028,9557180
201503,1417804,568086,4,.57,"SE","TULSA",36.1441,-95.9429,368646,9556574
201503,1417804,568087,1,0,"N","OAKS",36.17,-94.85,3610200,9451000
201503,1417804,568088,1,2.82,"NNW","CHEWEY",36.14,-94.78,368400,9446800
201503,1417804,568089,1,.35,"NNE","KANSAS",36.2049,-94.7984,3612294,9447904
201503,1417804,568090,1,1.78,"SW","MOSELEY",36.18,-94.65,3610800,9439000
201503,1417804,568093,1,.2,"NW","BOLEY",35.5018,-96.4827,3530108,9628962
201503,1417804,568094,1,.6,"N","BALLARD",36.1086,-94.5688,366516,9434128
201503,1417804,568095,1,.08,"S","STIDHAM",35.3689,-95.7,3522134,9542000
201503,1417804,568097,1,5,"W","EUFAULA",35.28,-95.6687,3516800,9540122
201503,1417804,568105,1,.86,"NW","COWLINGTON",35.3073,-94.7922,3518438,9447532
201503,1417804,568106,1,2.6,"N","COWLINGTON",35.3373,-94.7736,3520238,9446416
201503,1417804,568108,1,.86,"ENE","ARKOMA",35.3539,-94.4356,3521234,9426136
201503,1417804,568109,1,.73,"ESE","NORTH MC ALESTER",34.9476,-95.7575,3456856,9545450
201503,1417804,568110,1,.12,"NE","POCOLA",35.231,-94.4782,3513860,9428692
201503,1417804,568111,1,3.44,"SSE","BROKEN ARROW ARPK",36.0018,-95.8544,36108,9551264
201503,1417804,568111,2,3.94,"NNE","BIXBY",35.9975,-95.841,3559850,9550460
201503,1417804,568111,3,2.99,"NE","BIXBY",35.9851,-95.8486,3559106,9550916
201503,1417804,568111,4,2.75,"NNE","BIXBY",35.9862,-95.8597,3559172,9551582
201503,1417804,568112,1,.9,"SW","DUNBAR",34.46,-95.56,3427600,9533600
201503,1417804,568263,1,1.79,"WNW","TULSA YOUNG ARPT",36.1374,-95.8508,368244,9551048
201503,1417804,568265,1,0,"N","PEGGS",36.08,-95.1,364800,956000
201503,1417804,568989,1,1.34,"NW","CLEVELD KEYSTONE ARP",36.2327,-96.3681,3613962,9622086
201503,1417804,568994,1,1.49,"WNW","WEST TULSA",36.1562,-96.0457,369372,962742
201503,1417804,568994,2,1.12,"NNE","BRUNER",36.1448,-96.0418,368688,962508
201503,1417804,568996,1,.73,"SSE","DAWSON",36.1608,-95.8938,369648,9553628
201503,1417804,568996,2,1.97,"W","TULSA YOUNG ARPT",36.1351,-95.8547,368106,9551282
201503,1417804,569005,1,5.59,"SE","WARNER",35.4522,-95.2199,3527132,9513194
201503,1417804,569005,2,5.91,"ESE","WARNER",35.4527,-95.2125,3527162,9512750
201503,1417804,569005,3,6.13,"SE","WARNER",35.4467,-95.2129,3526802,9512774
201503,1417804,569005,4,5.74,"SE","WARNER",35.4471,-95.2214,3526826,9513284
201503,1417804,569022,1,1.89,"W","TULSA",36.1488,-95.9839,368928,9559034
201503,1417805,560282,1,2.86,"NW","CLIFTY",36.2633,-93.8306,3615798,9349836
201503,1417805,560282,2,3.96,"NNE","CLIFTY",36.2792,-93.7635,3616752,9345810
201503,1417805,560284,1,3.21,"NNE","CLIFTY",36.2698,-93.7703,3616188,9346218
201503,1417805,560284,2,4.21,"NE","CLIFTY",36.2796,-93.7562,3616776,9345372
201503,1417805,566488,1,.46,"NNW","ELM SPGS",36.2057,-94.2343,3612342,9414058
201503,1417805,566489,1,1,"E","ELM SPGS",36.2,-94.2121,3612000,9412726
201503,1417805,566491,1,2,"S","LOWELL",36.2211,-94.13,3613266,947800
201503,1417805,566494,1,3,"S","LOWELL",36.2066,-94.13,3612396,947800
201503,1417805,566497,1,0,"N","LOWELL",36.25,-94.13,3615000,947800
201503,1417805,566501,1,0,"N","ROGERS",36.33,-94.12,3619800,947200
201503,1417805,566502,1,10,"E","ROGERS",36.33,-93.9404,3619800,9356424
201503,1417805,566503,1,0,"N","ROGERS",36.33,-94.12,3619800,947200
201503,1417805,566504,1,1,"S","EUREKA SPGS",36.3855,-93.73,3623130,9343800
201503,1417805,566505,1,5,"W","EUREKA SPGS",36.4,-93.8199,3624000,9349194
201503,1417805,566507,1,2,"NW","EUREKA SPGS",36.4205,-93.7554,3625230,9345324
201503,1417805,567991,1,2,"E","BERRYVILLE",36.37,-93.5341,3622200,9332046
201503,1417805,567992,1,2.33,"ESE","ELM SPGS",36.19,-94.19,3611400,9411400
201503,1417805,567993,1,4,"E","LOWELL",36.25,-94.0582,3615000,943492
201503,1417805,567995,1,.21,"W","URBANETTE",36.4196,-93.5337,3625176,9332022
201503,1417805,567996,1,1.18,"ENE","MONTE NE",36.2842,-94.0495,3617052,942970
201503,1417805,567997,1,1.26,"NE","GREEN FOREST",36.3338,-93.4351,3620028,9326106
201503,1417805,567998,1,1.21,"SE","BEAVER",36.4558,-93.7572,3627348,9345432
201503,1417805,567998,2,1.52,"ESE","BEAVER",36.4623,-93.7445,3627738,9344670
201503,1417805,567998,3,.81,"NE","BEAVER",36.4773,-93.7587,3628638,9345522
201503,1417805,567998,4,.25,"E","BEAVER",36.4706,-93.7656,3628236,9345936
201503,1417805,567999,1,.79,"NW","SILOAM SPGS",36.1871,-94.5411,3611226,9432466
201503,1417805,568000,1,.23,"SW","TONTITOWN",36.1774,-94.2326,3610644,9413956
201503,1417805,568001,1,.22,"N","METALTON",36.2232,-93.5293,3613392,9331758
201503,1417805,568002,1,1,"E","SILOAM SPGS",36.18,-94.5121,3610800,9430726
201503,1417805,568003,1,.31,"NW","SAVOY",36.1032,-94.3339,366192,9420034
201503,1417805,568004,1,0,"N","PRAIRIE GROVE",35.98,-94.32,3558800,9419200
201503,1417805,568005,1,0,"N","MOFFIT",35.92,-94.27,3555200,9416200
201503,1417805,568006,1,0,"N","FT SMITH",35.38,-94.42,3522800,9425200
201503,1417805,568007,1,0,"N","FT SMITH",35.38,-94.42,3522800,9425200
201503,1417805,568008,1,.59,"NNE","BUELL",35.3077,-94.3954,3518462,9423724
201503,1417805,568009,1,0,"N","EUREKA SPGS",36.4,-93.73,3624000,9343800
201503,1417805,568009,2,.79,"NNW","EUREKA SPGS",36.4102,-93.7365,3624612,9344190
201503,1417805,568009,3,.9,"WNW","EUREKA SPGS",36.4036,-93.7456,3624216,9344736
201503,1417805,568009,4,.5,"WSW","EUREKA SPGS",36.396,-93.7376,3623760,9344256
201503,1417805,568010,1,2,"NW","ALTUS",35.4705,-93.7951,3528230,9347706
201503,1417805,568098,1,.49,"SSW","(FYV)FAYETTEVILLE AR",35.9939,-94.1745,3559634,9410470
201503,1417805,568099,1,0,"N","FAYETTEVILLE",36.07,-94.17,364200,9410200
201503,1417806,568114,1,3,"W","HONOBIA",34.53,-95.0027,3431800,95162
201503,1417806,568115,1,3,"W","HONOBIA",34.53,-95.0027,3431800,95162
201503,1417807,568117,1,8,"NE","RED OAK",35.0319,-94.9801,351914,9458806
201503,1417807,568118,1,.52,"NNE","PADEN",35.5071,-96.5671,3530426,9634026
201503,1417807,568119,1,.5,"NNW","EUFAULA",35.2871,-95.5817,3517226,9534902
201503,1417807,568120,1,1,"SW","WELTY",35.6098,-96.4126,3536588,9624756
201503,1417807,568121,1,.6,"N","BROOKEN",35.2887,-95.3997,3517322,9523982
201503,1417807,568122,1,4.12,"SSE","SHADY GROVE",35.43,-95.38,3525800,9522800
201503,1417807,568123,1,.47,"NE","PIERCE",35.4349,-95.7144,3526094,9542864
201503,1417807,568124,1,.83,"NNW","BRUSH HILL",35.4316,-95.6341,3525896,9538046
201503,1417807,568125,1,3,"E","DEWAR",35.47,-95.8767,3528200,9552602
201503,1417808,559859,1,1.37,"S","HONOKOHAU",21.0002,-156.6211,2112,15637266
201503,1417808,559859,2,4.22,"SW","KEANAE",20.8332,-156.2022,2049992,15612132
201503,1417808,559860,1,3.97,"SE","KONA VILLAGE RESORT",19.7827,-155.9454,1946962,15556724
201503,1417808,559860,2,2.78,"SE","PAHOA",19.4774,-154.9347,1928644,15456082
201503,1417808,559861,1,2.21,"SSW","AKAKA FALLS ST PARK",19.8194,-155.1599,1949164,1559594
201503,1417808,559861,2,2.94,"NNE","PAPA",19.239,-155.8521,1914340,15551126
201503,1417808,559862,1,1.11,"NE","PULEHU",20.7911,-156.3176,2047466,15619056
201503,1417808,559862,2,2.11,"ENE","MAKENA",20.6869,-156.4027,2041214,15624162
201503,1417810,559875,1,.22,"SW","HONOKAHUA",20.9977,-156.6523,2059862,15639138
201503,1417810,559875,2,2.17,"WSW","HUELO",20.8884,-156.2613,2053304,15615678
201503,1417810,559876,1,.79,"SW","HONOLUA",21.0113,-156.638,21678,15638280
201503,1417810,559876,2,.39,"ESE","WAIEHU",20.9172,-156.4948,2055032,15629688
201503,1417810,559877,1,.42,"WNW","MOLOKAI AIRPORT",21.1524,-157.106,219144,1576360
201503,1417810,559877,2,1.16,"SSE","HALAWA VALLEY",21.1544,-156.7433,219264,15644598
201503,1417810,559878,1,.87,"NW","PUUKOLII",20.9403,-156.6877,2056418,15641262
201503,1417810,559878,2,1.73,"E","HAIKU",20.9211,-156.2932,2055266,15617592
201503,1417814,559930,1,.75,"S","PRINCEVILLE",22.2091,-159.4789,2212546,15928734
201503,1417814,559930,2,1.08,"ENE","KAPALUA HEIAU",22.0838,-159.7337,225028,15944022
201503,1417815,559931,1,.33,"SW","KAHALUU",21.4468,-157.8337,2126808,15750022
201503,1417815,559931,2,.52,"NW","WAIMANALO BEACH",21.3361,-157.7046,2120166,15742276
201503,1417815,559932,1,.52,"SSE","PUNALUU",21.5927,-157.8983,2135562,15753898
201503,1417815,559932,2,1.14,"SSE","HAWAII KAI",21.2851,-157.6924,2117106,15741544
201503,1417816,559933,1,.91,"NE","HANALEI",22.2079,-159.4885,2212474,15929310
201503,1417816,559933,2,.75,"NW","PAKALA VILLAGE",21.9572,-159.6588,2157432,15939528
201503,1417816,559934,1,2.07,"NW","KAHUKU",21.6971,-157.9765,2141826,15758590
201503,1417816,559934,2,.41,"WSW","WAIMANALO BEACH",21.3279,-157.706,2119674,15742360
201503,1417825,560394,1,0,"N","CLAYTON",38.65,-90.33,3839000,9019800
201503,1417825,560395,1,3.49,"ESE","ST LOUIS",38.6304,-90.1904,3837824,9011424
201503,1417825,560396,1,1.63,"SSE","WESTPHALIA",38.4289,-91.9868,3825734,9159208
201503,1417826,560398,1,1.96,"WNW","ELLINGTON",37.2623,-91.0121,3715738,91726
201503,1417827,560422,1,.47,"WNW","GLENCOE",39.5518,-76.6386,3933108,7638316
201503,1417827,560422,2,.62,"W","GLENCOE",39.5515,-76.6414,3933090,7638484
201503,1417827,560422,3,.57,"W","GLENCOE",39.5493,-76.6407,3932958,7638442
201503,1417827,560422,4,.44,"W","GLENCOE",39.5499,-76.6382,3932994,7638292
201503,1417828,560423,1,.51,"W","GLENCOE",39.5511,-76.6395,3933066,7638370
201503,1417828,560423,2,.58,"W","GLENCOE",39.5513,-76.6407,3933078,7638442
201503,1417828,560423,3,.56,"W","GLENCOE",39.5494,-76.6405,3932964,7638430
201503,1417828,560423,4,.49,"W","GLENCOE",39.5498,-76.6393,3932988,7638358
201503,1417828,560424,1,.52,"W","GLENCOE",39.5512,-76.6396,3933072,7638376
201503,1417828,560424,2,.57,"W","GLENCOE",39.5512,-76.6407,3933072,7638442
201503,1417828,560424,3,.56,"W","GLENCOE",39.5496,-76.6405,3932976,7638430
201503,1417828,560424,4,.49,"W","GLENCOE",39.5499,-76.6392,3932994,7638352
201503,1417829,567970,1,10,"S","(FLG)FLAGSTAFF ARPT",34.9853,-111.67,3459118,11140200
201503,1417829,567970,2,15,"SSW","(FLG)FLAGSTAFF ARPT",34.9294,-111.7715,3455764,11146290
201503,1417829,567972,1,0,"N","(0E4)PAYSON ARPT",34.25,-111.35,3415000,11121000
201503,1417829,567972,2,3.05,"NNE","PINE",34.4229,-111.4371,3425374,11126226
201503,1417829,567973,1,35.09,"WNW","CAMP WOOD",35.0309,-113.5217,351854,11331302
201503,1417829,567973,2,5.63,"SW","BUMBLE BEE",34.1403,-112.2171,348418,11213026
201503,1417835,560936,1,.87,"NE","HOLTON",39.48,-95.74,3928800,9544400
201503,1417835,560937,1,.54,"E","BURLINGAME",38.75,-95.82,3845000,9549200
201503,1417835,560938,1,2.97,"NNW","POMONA RES",38.71,-95.62,3842600,9537200
201503,1417837,562010,1,2,"ENE","POPLAR BLUFF",36.7611,-90.3666,3645666,9021996
201503,1417837,562011,1,0,"S","BERNIE",36.68,-89.97,3640800,8958200
201503,1417838,562012,1,0,"N","JACKSON",37.38,-89.67,3722800,8940200
201503,1417838,562012,2,5,"NW","CAPE GIRARDEAU",37.3512,-89.5944,3721072,8935664
201503,1417838,562013,1,2,"S","MARBLE HILL",37.2711,-89.97,3716266,8958200
201503,1417838,562014,1,0,"WNW","CAPE GIRARDEAU",37.3,-89.53,3718000,8931800
201503,1417838,562015,1,2,"S","MARBLE HILL",37.2711,-89.97,3716266,8958200
201503,1417838,562015,2,3,"N","MARBLE HILL",37.3434,-89.97,3720604,8958200
201503,1417838,562017,1,5,"W","DONIPHAN",36.62,-90.9102,3637200,9054612
201503,1417838,562023,1,0,"N","CAPE GIRARDEAU",37.3,-89.53,3718000,8931800
201503,1417838,562322,1,0,"N","MARBLE HILL",37.3,-89.97,3718000,8958200
